UNIPROT,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,SYMBOL,UNIGENE
Q7Q1T1,AGAP009643,AGAP009643-PA,AGAP009643-RA,1279020,AgaP_AGAP009643,
F5HLZ2,AGAP012991,AGAP012991-PA,AGAP012991-RA,11175704,AgaP_AGAP012991,
A0A1W5,,,,,,
Q5TUK5,AGAP010642,AGAP010642-PA,AGAP010642-RA,3291133,AgaP_AGAP010642,
Q7Q6T5,AGAP005682,AGAP005682-PA,AGAP005682-RA,1276358,AgaP_AGAP005682,
Q7PPF4,AGAP004937,AGAP004937-PA,AGAP004937-RA,1275740,AgaP_AGAP004937,
Q7QI17,AGAP000955,AGAP000955-PA,AGAP000955-RA,1270451,AgaP_AGAP000955,
Q5TUF2,AGAP010385,AGAP010385-PA,AGAP010385-RA,3291077,AgaP_AGAP010385,
F5HKN3,AGAP013044,AGAP013044-PA,AGAP013044-RA,11175715,AgaP_AGAP013044,
Q7PTA8,AGAP007243,AGAP007243-PA,AGAP007243-RA,1269903,AgaP_AGAP007243,
Q5TN58,AGAP012297,AGAP012297-PA,AGAP012297-RA,1280395,AgaP_AGAP012297,
A7UVE4,AGAP012052,AGAP012052-PA,AGAP012052-RA,5667973,AgaP_AGAP012052,
Q7Q6M9,AGAP005761,AGAP005761-PA,AGAP005761-RA,1276430,AgaP_AGAP005761,
Q7QC33,AGAP002425,AGAP002425-PA,AGAP002425-RA,1273535,AgaP_AGAP002425,
Q7PXK2,AGAP001444,AGAP001444-PA,AGAP001444-RA,1281734,AgaP_AGAP001444,
Q7Q3P1,,,,1277981,AgaP_AGAP007969,
Q7PXY1,AGAP001651,AGAP001651-PA,AGAP001651-RA,1281522,AgaP_AGAP001651,
Q7Q0S1,,,,1279611,AgaP_AGAP010191,
Q2EPZ4,AGAP002637,AGAP002637-PA,AGAP002637-RA,5667415,AgaP_AGAP002637,
A0NAX4,AGAP012539,AGAP012539-PA,AGAP012539-RA,4397672,AgaP_AGAP012539,Aga.48932
Q7Q601,AGAP006113,AGAP006113-PA,AGAP006113-RA,1276783,AgaP_AGAP006113,
Q7QJ63,AGAP007312,AGAP007312-PA,AGAP007312-RA,1269857,AgaP_AGAP007312,
A7URA6,AGAP007536,AGAP007536-PA,AGAP007536-RA,5667171,AgaP_AGAP007536,
A0A1W5,,,,,,
Q7QHB8,AGAP011118,AGAP011118-PA,AGAP011118-RA,1270807,AgaP_AGAP011118,
Q8WQJ7,AGAP009192,AGAP009192-PA,AGAP009192-RA,1280153,GSTE5,
A7USM1,AGAP010708,AGAP010708-PA,AGAP010708-RA,5668009,CTLMA7,
Q7QJL9,AGAP007574,AGAP007574-PA,AGAP007574-RA,1269655,AgaP_AGAP007574,
Q7PTA0,AGAP007711,AGAP007711-PA,AGAP007711-RA,1269512,AgaP_AGAP007711,
A0NAX0,AGAP012719,AGAP012719-PA,AGAP012719-RA,4397671,AgaP_AGAP012719,
Q7Q619,AGAP006087,AGAP006087-PA,AGAP006087-RA,1276758,AgaP_AGAP006087,
Q7Q285,AGAP003980,AGAP003980-PA,AGAP003980-RA,1278798,AgaP_AGAP003980,
Q5TSD8,,,,3291109,AgaP_AGAP010529,
Q7PZC0,AGAP011833,AGAP011833-PA,AGAP011833-RA,1280816,AgaP_AGAP011833,
Q7QAK7,AGAP003648,AGAP003648-PA,AGAP003648-RA,1274316,AgaP_AGAP003648,
Q5TX13,AGAP007569,AGAP007569-PA,AGAP007569-RA,3290394,AgaP_AGAP007569,
A7URG0,AGAP007341,AGAP007341-PA,AGAP007341-RA,5667261,AgaP_AGAP007341,
Q7QDZ7,AGAP010728,AGAP010728-PA,AGAP010728-RA,1272529,AgaP_AGAP010728,
A0NCS2,AGAP000782,AGAP000782-PA,AGAP000782-RA,4575956,AgaP_AGAP000782,
A0NE92,AGAP004624,AGAP004624-PA,AGAP004624-RA,4576786,AgaP_AGAP004624,
Q7Q978,AGAP004877,AGAP004877-PA,AGAP004877-RA,1275082,AgaP_AGAP004877,
Q7Q105,AGAP010036,AGAP010036-PA,AGAP010036-RA,1279462,AgaP_AGAP010036,
Q7Q840,,,,1275672,AgaP_AGAP008813,
A7UT62,AGAP005074,AGAP005074-PA,AGAP005074-RA,5667259,AgaP_AGAP005074,
Q7Q326,AGAP011451,AGAP011451-PA,AGAP011451-RA,3291338,AgaP_AGAP011451,
A0NBC3,AGAP007167,AGAP007167-PA,AGAP007167-RA,4576533,AgaP_AGAP007167,
Q7QBG9,AGAP003178,AGAP003178-PA,AGAP003178-RA,1273848,GRX2,
Q5TXC9,AGAP010631,AGAP010631-PA,AGAP010631-RA,4577742,AgaP_AGAP010631,
Q7PRM2,AGAP010704,AGAP010704-PA,AGAP010704-RA,1272507,AgaP_AGAP010704,
A7UTR7,AGAP005577,AGAP005577-PA,AGAP005577-RA,5666853,AgaP_AGAP005577,
F5HMF5,AGAP013270,AGAP013270-PA,AGAP013270-RA,11175650,AgaP_AGAP013270,
Q7PX35,AGAP001195,AGAP001195-PA,AGAP001195-RA,1281974,NCBP1_ANOGA,
Q7PXB5,AGAP001320,AGAP001320-PA,AGAP001320-RA,1281858,AgaP_AGAP001320,
Q7PFK1,,,,1271301,GPROR55,
Q7QBU7,AGAP002320,AGAP002320-PA,AGAP002320-RA,1273650,AgaP_AGAP002320,
Q7QFK9,AGAP000545,AGAP000545-PA,AGAP000545-RA,1271679,AgaP_AGAP000545,
Q5TUB5,AGAP003438,AGAP003438-PA,AGAP003438-RA,3290837,AgaP_AGAP003438,
F5HL23,AGAP013315,AGAP013315-PB,AGAP013315-RB,11175880,AgaP_AGAP013315,
Q7Q560,AGAP006622,AGAP006622-PA,AGAP006622-RA,1277208,AgaP_AGAP006622,
Q7Q8S5,AGAP010588,AGAP010588-PA,AGAP010588-RA,1275315,AgaP_AGAP010588,
Q5TVZ3,AGAP011138,AGAP011138-PA,AGAP011138-RA,1270789,AgaP_AGAP011138,
A0NG27,,,,4578314,AgaP_AGAP010129,
Q7QG25,AGAP003719,AGAP003719-PA,AGAP003719-RA,1271452,AgaP_AGAP003719,
Q5TWB1,AGAP000979,AGAP000979-PA,AGAP000979-RA,1270476,AgaP_AGAP000979,
Q7QDI4,AGAP003434,AGAP003434-PA,AGAP003434-RA,1272806,AgaP_AGAP003434,
A7UVL2,AGAP002131,AGAP002131-PA,AGAP002131-RA,5667643,AgaP_AGAP002131,
Q7Q3F8,,,,1278103,AgaP_AGAP007855,
Q5TT79,AGAP003615,AGAP003615-PA,AGAP003615-RA,1274278,AgaP_AGAP003615,
Q7PV78,AGAP012058,AGAP012058-PA,AGAP012058-RA,1280608,AgaP_AGAP012058,
A7UVF3,,,,5667956,AgaP_AGAP011921,
A0NFP4,AGAP010762,AGAP010762-PA,AGAP010762-RA,4577882,AgaP_AGAP010762,
Q5TTV0,AGAP002592,AGAP002592-PA,AGAP002592-RA,1273378,AgaP_AGAP002592,
Q5TMP6,AGAP011843,AGAP011843-PA,AGAP011843-RA,3291442,AgaP_AGAP011843,
Q7Q0F5,AGAP012423,AGAP012423-PA,AGAP012423-RA,1280453,AgaP_AGAP012423,
Q7QDH2,AGAP003445,AGAP003445-PA,AGAP003445-RA,1272819,AgaP_AGAP003445,
Q7QCU7,AGAP002810,AGAP002810-PA,AGAP002810-RA,1273151,AgaP_AGAP002810,
Q7PXJ0,AGAP001425,AGAP001425-PA,AGAP001425-RA,1281751,AgaP_AGAP001425,
Q7PRN8,AGAP000715,AGAP000715-PA,AGAP000715-RA,1272307,AgaP_AGAP000715,
Q7PMZ0,AGAP011442,AGAP011442-PA,AGAP011442-RA,1278251,AgaP_AGAP011442,
F5HJK8,AGAP013397,AGAP013397-PA,AGAP013397-RA,11175606,AgaP_AGAP013397,
Q5TW25,AGAP011205,AGAP011205-PA,AGAP011205-RA,3291270,AgaP_AGAP011205,
Q7Q175,AGAP009932,AGAP009932-PA,AGAP009932-RA,1279347,AgaP_AGAP009932,
Q5TMP0,AGAP011823,AGAP011823-PA,AGAP011823-RA,1280824,AgaP_AGAP011823,
Q7QIC5,AGAP006780,AGAP006780-PA,AGAP006780-RA,1270283,AgaP_AGAP006780,
Q7PTC5,AGAP007128,AGAP007128-PA,AGAP007128-RA,1269978,BOP1_ANOGA,
Q7QC05,AGAP002387,AGAP002387-PA,AGAP002387-RA,1273575,AgaP_AGAP002387,
Q7QF66,AGAP000324,AGAP000324-PA,AGAP000324-RA,1271937,AgaP_AGAP000324,
Q7Q9B8,AGAP003334,AGAP003334-PA,AGAP003334-RA,1275010,CPLCX2,
F5HJ55,AGAP013420,AGAP013420-PA,AGAP013420-RA,11175609,AgaP_AGAP013420,
Q7PKS9,AGAP001589,AGAP001589-PA,AGAP001589-RA,1281584,AgaP_AGAP001589,
Q7QBB5,AGAP004096,AGAP004096-PB,AGAP004096-RB,1274016,AgaP_AGAP004096,
Q7Q1D4,AGAP009840,AGAP009840-PA,AGAP009840-RA,1279258,AgaP_AGAP009840,
Q7QC10,AGAP002393,AGAP002393-PA,AGAP002393-RA,1273569,AgaP_AGAP002393,
Q7QKF1,AGAP002293,AGAP002293-PA,AGAP002293-RA,1269265,AgaP_AGAP002293,
Q7QAJ3,AGAP003676,AGAP003676-PA,AGAP003676-RA,1274350,AgaP_AGAP003676,
Q7PWJ8,AGAP008937,AGAP008937-PA,AGAP008937-RA,1279907,AgaP_AGAP008937,
Q7Q271,AGAP003999,AGAP003999-PA,AGAP003999-RA,1278821,AgaP_AGAP003999,
Q7Q9F9,AGAP005247,AGAP005247-PA,AGAP005247-RA,1274960,AgaP_AGAP005247,
Q7Q7H2,AGAP005311,AGAP005311-PA,AGAP005311-RA,1276025,AgaP_AGAP005311,
Q5TVH2,AGAP009368,AGAP009368-PA,AGAP009368-RA,3291958,AgaP_AGAP009368,
Q7PW29,AGAP009111,AGAP009111-PA,AGAP009111-RA,1280062,GPROR29,
A7UR65,AGAP007719,AGAP007719-PA,AGAP007719-RA,5666900,AgaP_AGAP007719,
Q5TNF3,,,,3291899,AgaP_AGAP009089,
Q7QE06,AGAP010717,AGAP010717-PA,AGAP010717-RA,1272517,CPR143,
Q5TS54,AGAP008686,AGAP008686-PA,AGAP008686-RA,3291783,AgaP_AGAP008686,
Q7PWN6,AGAP008905,AGAP008905-PA,AGAP008905-RA,1279871,AgaP_AGAP008905,
Q7QE22,,,,1272495,AgaP_AGAP010692,
A7UUL2,,,,5668248,AgaP_AGAP008387,
Q5TP07,AGAP009918,AGAP009918-PA,AGAP009918-RA,3292092,AgaP_AGAP009918,
Q7Q4T1,AGAP000884,AGAP000884-PA,AGAP000884-RA,1277401,AgaP_AGAP000884,
A0NAG8,AGAP012931,AGAP012931-PA,AGAP012931-RA,4397865,AgaP_AGAP012931,
Q7Q547,AGAP006646,AGAP006646-PA,AGAP006646-RA,1277230,HOT_ANOGA,
Q7QH52,AGAP004087,AGAP004087-PA,AGAP004087-RA,1270884,AgaP_AGAP004087,
Q7QJF3,AGAP007489,AGAP007489-PA,AGAP007489-RA,1269737,AgaP_AGAP007489,
Q8I8Q1,AGAP000640,AGAP000640-PA,AGAP000640-RA,1272426,OBP33,
Q7QJW2,,,,1269541,AgaP_AGAP007688,
A7UTH9,AGAP004983,AGAP004983-PA,AGAP004983-RA,5667319,AgaP_AGAP004983,
Q7Q4H9,AGAP008406,AGAP008406-PA,AGAP008406-RA,1277573,AgaP_AGAP008406,
Q7QKA5,AGAP002239,AGAP002239-PA,AGAP002239-RA,1269322,AgaP_AGAP002239,
Q7PZW0,AGAP012113,AGAP012113-PA,AGAP012113-RA,1280563,AgaP_AGAP012113,
A0A1W5,,,,,,
A7UT12,AGAP003640,AGAP003640-PA,AGAP003640-RA,5667418,AgaP_AGAP003640,
Q7PML4,AGAP003961,AGAP003961-PA,AGAP003961-RA,1278782,AgaP_AGAP003961,
Q7Q4B2,AGAP008319,AGAP008319-PA,AGAP008319-RA,1277667,AgaP_AGAP008319,
Q7PRZ1,AGAP000364,AGAP000364-PA,AGAP000364-RA,1271891,AgaP_AGAP000364,
A0NC44,AGAP009376,AGAP009376-PA,AGAP009376-RA,4578436,AgaP_AGAP009376,
F5HM38,AGAP003982,AGAP003982-PA,AGAP003982-RA,1278800,AgaP_AGAP003982,
A0NC60,,,,4578384,AgaP_AGAP009383,
Q7PTT5,AGAP012691,AGAP012691-PA,AGAP012691-RA,1269003,AgaP_AGAP012691,
Q7Q7Z4,AGAP004938,AGAP004938-PA,AGAP004938-RA,1275741,AgaP_AGAP004938,
Q7QHZ8,AGAP000988,AGAP000988-PA,AGAP000988-RA,3289801,AgaP_AGAP000988,
Q7QIV6,AGAP007094,AGAP007094-PA,AGAP007094-RA,1270009,AgaP_AGAP007094,
Q7Q4W6,AGAP000840,AGAP000840-PA,AGAP000840-RA,1277353,AgaP_AGAP000840,
Q7QK53,AGAP002156,AGAP002156-PA,AGAP002156-RA,1269400,GPRGNR1,
A0ND19,AGAP002641,AGAP002641-PA,AGAP002641-RA,4576964,AgaP_AGAP002641,
Q7Q1B2,AGAP009871,AGAP009871-PA,AGAP009871-RA,1279290,CPR75,
Q7PKW0,AGAP001716,AGAP001716-PA,AGAP001716-RA,1281458,AgaP_AGAP001716,
A7URX7,AGAP006859,AGAP006859-PA,AGAP006859-RA,5667265,CPR66,
Q7PPZ3,AGAP005028,AGAP005028-PA,AGAP005028-RA,1274863,AgaP_AGAP005028,
Q7QJ40,AGAP007255,AGAP007255-PA,AGAP007255-RA,1269893,AgaP_AGAP007255,
Q7Q6J9,AGAP005803,AGAP005803-PA,AGAP005803-RA,1276471,AgaP_AGAP005803,
Q7QBA3,AGAP004113,AGAP004113-PA,AGAP004113-RA,1273936,AgaP_AGAP004113,
Q7QH37,AGAP003500,AGAP003500-PA,AGAP003500-RA,1270929,AgaP_AGAP003500,
Q7PNM9,AGAP005774,AGAP005774-PA,AGAP005774-RA,1276443,AgaP_AGAP005774,
Q7PRB1,AGAP002874,AGAP002874-PA,AGAP002874-RA,1273093,AgaP_AGAP002874,
Q7QKB3,AGAP002250,AGAP002250-PB,AGAP002250-RB,1269312,AgaP_AGAP002250,
Q7QA39,AGAP004449,AGAP004449-PA,AGAP004449-RA,1274594,AgaP_AGAP004449,
A0NCN7,AGAP000323,AGAP000323-PA,AGAP000323-RA,4576102,AgaP_AGAP000323,
Q7QF02,AGAP000239,AGAP000239-PA,AGAP000239-RA,1272022,AgaP_AGAP000239,
F5HM63,AGAP003318,AGAP003318-PA,AGAP003318-RA,4577141,AgaP_AGAP003318,
Q7PMG2,AGAP009642,AGAP009642-PA,AGAP009642-RA,1279019,AgaP_AGAP009642,
Q7QD50,AGAP002958,AGAP002958-PA,AGAP002958-RA,3290714,AgaP_AGAP002958,
A7UTE7,AGAP012430,AGAP012430-PA,AGAP012430-RA,5668380,AgaP_AGAP012430,
Q5TMT3,,,,3291467,AgaP_AGAP011980,
Q7QMP6,AGAP012741,AGAP012741-PA,AGAP012741-RA,1267949,AgaP_AGAP012741,
Q7QC89,AGAP002506,AGAP002506-PA,AGAP002506-RA,1273456,AgaP_AGAP002506,
F5HJ56,AGAP013121,AGAP013121-PB,AGAP013121-RB,11175992,AgaP_AGAP013121,
Q7QD16,AGAP002902,AGAP002902-PA,AGAP002902-RA,1273058,AgaP_AGAP002902,
A0NFY1,AGAP009969,AGAP009969-PA,AGAP009969-RA,4578129,AgaP_AGAP009969,
Q7Q790,AGAP005433,AGAP005433-PA,AGAP005433-RA,1276130,AgaP_AGAP005433,
Q7QK39,AGAP002138,AGAP002138-PA,AGAP002138-RA,1269419,AgaP_AGAP002138,
Q7QHZ6,AGAP000990,AGAP000990-PA,AGAP000990-RA,1270485,AgaP_AGAP000990,
Q7PM96,AGAP009927,AGAP009927-PA,AGAP009927-RA,1279340,AgaP_AGAP009927,
Q7PPF3,AGAP004975,AGAP004975-PA,AGAP004975-RA,1275792,PPO3,
Q7Q508,AGAP006700,AGAP006700-PA,AGAP006700-RA,1277285,COEAE8O,
Q7PPM9,AGAP008816,AGAP008816-PA,AGAP008816-RA,1275676,AgaP_AGAP008816,
A0NAN7,AGAP012884,AGAP012884-PA,AGAP012884-RA,4397602,AgaP_AGAP012884,
Q7Q7V8,AGAP004997,AGAP004997-PA,AGAP004997-RA,1275822,AgaP_AGAP004997,
Q5TXH8,AGAP012841,AGAP012841-PA,AGAP012841-RA,3292480,AgaP_AGAP012841,Aga.33898
A7UTP4,AGAP005413,AGAP005413-PA,AGAP005413-RA,1276112,AgaP_AGAP005413,
Q7QHA7,AGAP011107,AGAP011107-PA,AGAP011107-RA,1270818,GRX1,
Q7Q8S6,AGAP010587,AGAP010587-PA,AGAP010587-RA,1275314,AgaP_AGAP010587,
Q7Q3X2,AGAP008082,AGAP008082-PA,AGAP008082-RA,1277868,AgaP_AGAP008082,
Q7Q4S0,AGAP000899,AGAP000899-PA,AGAP000899-RA,1277416,AgaP_AGAP000899,
Q7QHF5,AGAP011168,AGAP011168-PA,AGAP011168-RA,1270761,AgaP_AGAP011168,
Q7QES2,AGAP000121,AGAP000121-PA,AGAP000121-RA,1272145,AgaP_AGAP000121,
Q7PR98,AGAP002957,AGAP002957-PA,AGAP002957-RA,1273006,AgaP_AGAP002957,
A7UTZ5,AGAP005970,AGAP005970-PA,AGAP005970-RA,5666913,AgaP_AGAP005970,
Q5TP14,AGAP009883,AGAP009883-PA,AGAP009883-RA,1279301,AgaP_AGAP009883,
A7UTG4,,,,5668161,AgaP_AGAP008659,
Q7Q9Y8,AGAP004522,AGAP004522-PA,AGAP004522-RA,1274668,AgaP_AGAP004522,
Q7Q7G2,AGAP005327,AGAP005327-PA,AGAP005327-RA,1276037,AgaP_AGAP005327,
Q7PS96,AGAP003722,AGAP003722-PA,AGAP003722-RA,1271454,ANXB10C,
A7URH4,AGAP007290,AGAP007290-PA,AGAP007290-RA,5666868,AgaP_AGAP007290,
Q7QGV6,AGAP010904,AGAP010904-PA,AGAP010904-RA,1271044,CPFL3,
Q7PX97,AGAP001293,AGAP001293-PA,AGAP001293-RA,1281884,AgaP_AGAP001293,
Q7PWE3,,,,3291872,AgaP_AGAP008997,
F5HJ86,AGAP013051,AGAP013051-PA,AGAP013051-RA,11176155,AgaP_AGAP013051,
Q7QG90,AGAP009559,AGAP009559-PA,AGAP009559-RA,1271350,AgaP_AGAP009559,
Q7PDE1,AGAP010066,AGAP010066-PA,AGAP010066-RA,1279498,AgaP_AGAP010066,
Q7Q1P8,AGAP009686,AGAP009686-PA,AGAP009686-RA,1279075,AgaP_AGAP009686,
A0NC67,AGAP010620,AGAP010620-PA,AGAP010620-RA,4577717,AgaP_AGAP010620,
Q7Q9Z1,AGAP004517,AGAP004517-PA,AGAP004517-RA,1274663,AgaP_AGAP004517,
A7UUY1,AGAP004800,AGAP004800-PA,AGAP004800-RA,5667119,AgaP_AGAP004800,
Q7Q722,AGAP005549,AGAP005549-PA,AGAP005549-RA,1276233,AgaP_AGAP005549,
A7UU64,AGAP006260,AGAP006260-PA,AGAP006260-RA,1276916,AgaP_AGAP006260,
A7UVL3,AGAP002130,AGAP002130-PA,AGAP002130-RA,5667642,AgaP_AGAP002130,
Q7Q9S5,AGAP005068,AGAP005068-PA,AGAP005068-RA,1274750,AgaP_AGAP005068,
Q7PVG8,,,,1280248,AgaP_AGAP009282,
Q5TV78,AGAP000540,AGAP000540-PA,AGAP000540-RA,3289706,AgaP_AGAP000540,
Q7Q288,AGAP003975,AGAP003975-PA,AGAP003975-RA,1278794,AgaP_AGAP003975,
Q5TNH2,,,,3291932,AgaP_AGAP009239,
A0NEK0,AGAP005930,AGAP005930-PA,AGAP005930-RA,4576357,AgaP_AGAP005930,
Q7PPN4,AGAP008780,AGAP008780-PA,AGAP008780-RA,1275641,AgaP_AGAP008780,
Q7Z013,,,,1280651,AgaP_AGAP012019,
Q7PEV7,AGAP003250,AGAP003250-PA,AGAP003250-RA,1269159,CLIPB4,
A0NG51,AGAP010279,AGAP010279-PA,AGAP010279-RA,4578234,AgaP_AGAP010279,
Q7PZ88,AGAP011792,AGAP011792-PA,AGAP011792-RA,1280856,CLIPA7,
Q5TNT4,,,,3292147,AgaP_AGAP010242,
F5HM19,AGAP001091,AGAP001091-PB,AGAP001091-RB,1278701,AgaP_AGAP001091,
Q7Q966,AGAP004863,AGAP004863-PA,AGAP004863-RA,1275095,AgaP_AGAP004863,
F5HL64,AGAP012952,AGAP012952-PA,AGAP012952-RA,11176083,AgaP_AGAP012952,
Q7Q8M2,,,,1275413,AgaP_AGAP008546,
Q7PWW1,AGAP008829,AGAP008829-PA,AGAP008829-RA,1279801,AgaP_AGAP008829,
Q7QCK6,AGAP002671,AGAP002671-PA,AGAP002671-RA,1273289,AgaP_AGAP002671,
Q7PST5,,,,1270623,AgaP_AGAP011312,
F5HKE5,AGAP013008,AGAP013008-PA,AGAP013008-RA,11175871,AgaP_AGAP013008,
Q7QJW3,AGAP007689,AGAP007689-PA,AGAP007689-RA,1269540,AgaP_AGAP007689,
Q7PTG7,AGAP007295,AGAP007295-PA,AGAP007295-RA,1269872,AgaP_AGAP007295,
Q7PQM2,AGAP004203,AGAP004203-PA,AGAP004203-RA,1274039,AgaP_AGAP004203,
A7UTK9,AGAP005315,AGAP005315-PA,AGAP005315-RA,5667176,AgaP_AGAP005315,
Q7QHP6,AGAP011291,AGAP011291-PA,AGAP011291-RA,1270642,U466_ANOGA,
F5HJK0,AGAP000399,AGAP000399-PB,AGAP000399-RB,1271847,AgaP_AGAP000399,
Q7Q4I4,,,,1277567,AgaP_AGAP008412,
Q5TMW3,,,,3291492,AgaP_AGAP012034,
Q7PWG2,,,,1279940,AgaP_AGAP008978,
Q7Q2Z0,,,,1278284,AgaP_AGAP011403,
Q7Q9M7,AGAP005150,AGAP005150-PA,AGAP005150-RA,1274831,AgaP_AGAP005150,
Q7QBB3,AGAP004101,AGAP004101-PA,AGAP004101-RA,1273922,AgaP_AGAP004101,
Q7QFJ4,,,,1271719,AgaP_AGAP000522,
Q5TT64,AGAP003519,AGAP003519-PA,AGAP003519-RA,3290856,AgaP_AGAP003519,
Q7PQE6,AGAP003674,AGAP003674-PA,AGAP003674-RA,1274348,AgaP_AGAP003674,
Q7QDW9,AGAP010460,AGAP010460-PA,AGAP010460-RA,1272579,AgaP_AGAP010460,
Q7PYF1,AGAP001909,AGAP001909-PA,AGAP001909-RA,1281218,AgaP_AGAP001909,
Q7Q8A0,AGAP008729,AGAP008729-PA,AGAP008729-RA,1275580,AgaP_AGAP008729,
Q7PTJ0,AGAP011054,AGAP011054-PA,AGAP011054-RA,1269440,TPX2,
A7UUG2,AGAP006619,AGAP006619-PA,AGAP006619-RA,5667140,AgaP_AGAP006619,
Q7QD28,AGAP002922,AGAP002922-PA,AGAP002922-RA,1273042,AgaP_AGAP002922,
Q7PWX4,AGAP001098,AGAP001098-PA,AGAP001098-RA,1282066,AgaP_AGAP001098,
A0A1W5,,,,,,
F5HJG6,,,,1271709,AgaP_AGAP000532,
Q7PVJ0,AGAP009263,AGAP009263-PA,AGAP009263-RA,1280226,CLIPB16,
A7UUQ3,,,,5668128,AgaP_AGAP008079,
Q7QIT3,AGAP007057,AGAP007057-PA,AGAP007057-RA,1270046,AgaP_AGAP007057,
Q7PQL7,AGAP004265,AGAP004265-PA,AGAP004265-RA,1274110,AgaP_AGAP004265,
Q7PFF8,,,,1270605,AgaP_AGAP011333,
Q7QCJ9,AGAP002664,AGAP002664-PA,AGAP002664-RA,1273296,MED27_ANOGA,
Q7Q1A7,AGAP009877,AGAP009877-PA,AGAP009877-RA,1279296,CPR79,
A7URM8,AGAP007185,AGAP007185-PA,AGAP007185-RA,5667092,AgaP_AGAP007185,
Q7PP29,AGAP006461,AGAP006461-PA,AGAP006461-RA,1277071,AgaP_AGAP006461,
A0NE12,AGAP012449,AGAP012449-PA,AGAP012449-RA,4397751,AgaP_AGAP012449,
Q7PX58,AGAP001227,AGAP001227-PA,AGAP001227-RA,1281944,AgaP_AGAP001227,
Q7QKQ7,AGAP012638,AGAP012638-PA,AGAP012638-RA,1269072,AgaP_AGAP012638,
Q7PIK5,AGAP005944,AGAP005944-PA,AGAP005944-RA,1276613,AgaP_AGAP005944,
Q7PUS9,AGAP002047,AGAP002047-PA,AGAP002047-RA,1281068,AgaP_AGAP002047,
A0NCU3,AGAP010709,AGAP010709-PA,AGAP010709-RA,4577759,CTL2,
Q7PSS4,AGAP011181,AGAP011181-PA,AGAP011181-RA,1270746,AgaP_AGAP011181,
A7UTQ7,AGAP005508,AGAP005508-PA,AGAP005508-RA,1276193,AgaP_AGAP005508,
A7URX3,AGAP006883,AGAP006883-PA,AGAP006883-RA,5667196,AgaP_AGAP006883,
F5HLB2,AGAP013333,AGAP013333-PA,AGAP013333-RA,11175525,AgaP_AGAP013333,
Q5TU31,AGAP002911,AGAP002911-PA,AGAP002911-RA,3290703,AgaP_AGAP002911,
Q7PTC8,AGAP007644,AGAP007644-PA,AGAP007644-RA,1269581,AgaP_AGAP007644,
Q5TVN6,AGAP010861,AGAP010861-PA,AGAP010861-RA,3291187,AgaP_AGAP010861,
Q7PDX0,AGAP012920,AGAP012920-PA,AGAP012920-RA,1268496,AgaP_AGAP012920,Aga.33864
A0NBP1,AGAP006748,AGAP006748-PA,AGAP006748-RA,4576385,AgaP_AGAP006748,
Q7Q0S3,,,,1279609,AgaP_AGAP010189,
A7URA0,AGAP007558,AGAP007558-PA,AGAP007558-RA,5667097,AgaP_AGAP007558,
Q7QCA5,AGAP002528,AGAP002528-PA,AGAP002528-RA,1273434,AgaP_AGAP002528,
A0NAJ5,AGAP012842,AGAP012842-PA,AGAP012842-RA,4397614,AgaP_AGAP012842,Aga.36776
F5HMV5,AGAP001238,AGAP001238-PB,AGAP001238-RB,1281933,AgaP_AGAP001238,
Q5TS55,,,,3291782,AgaP_AGAP008685,
Q7QGN1,AGAP010830,AGAP010830-PA,AGAP010830-RA,1271132,TEP9,
Q7QFU6,AGAP003834,AGAP003834-PA,AGAP003834-RA,1271573,AgaP_AGAP003834,
Q7Q6W6,AGAP005634,AGAP005634-PA,AGAP005634-RA,1276319,AgaP_AGAP005634,
Q7PWZ7,AGAP001138,AGAP001138-PA,AGAP001138-RA,1282029,AgaP_AGAP001138,
Q7Q3D8,AGAP007827,AGAP007827-PA,AGAP007827-RA,1278131,AgaP_AGAP007827,
Q7PNS9,AGAP006025,AGAP006025-PA,AGAP006025-RA,1276691,AgaP_AGAP006025,
Q7QE44,,,,1272464,AgaP_AGAP010657,
Q7Q2X5,AGAP011387,AGAP011387-PA,AGAP011387-RA,1278314,AgaP_AGAP011387,
Q5TQU5,AGAP006571,AGAP006571-PA,AGAP006571-RA,1277155,AgaP_AGAP006571,
Q7PPL0,AGAP008688,AGAP008688-PB,AGAP008688-RB,1275531,AgaP_AGAP008688,
Q7QFI1,AGAP000495,AGAP000495-PA,AGAP000495-RA,1271745,AgaP_AGAP000495,
Q5TSX9,AGAP004480,AGAP004480-PA,AGAP004480-RA,3291022,AgaP_AGAP004480,
Q7PSZ8,AGAP006959,AGAP006959-PA,AGAP006959-RA,1270127,AgaP_AGAP006959,
Q7Q817,AGAP004903,AGAP004903-PA,AGAP004903-RA,1275710,AgaP_AGAP004903,
Q7QBT8,AGAP002305,AGAP002305-PA,AGAP002305-RA,1273664,AgaP_AGAP002305,
Q7Q200,AGAP010758,AGAP010758-PA,AGAP010758-RA,3291156,AgaP_AGAP010758,
A0NEF7,AGAP005651,AGAP005651-PA,AGAP005651-RA,4576742,CTU2_ANOGA,
Q7PDW4,AGAP012908,AGAP012908-PA,AGAP012908-RA,1268841,AgaP_AGAP012908,
F5HJ98,AGAP013148,AGAP013148-PA,AGAP013148-RA,11175814,AgaP_AGAP013148,
